"","fy","fye","month","plan_name","plan_full_name","state","aal","avg_return","avg_opt_benchmark_return","avg_conservative_benchmark_return","avg_moderate_benchmark_return","avg_aggressive_benchmark_return","avg_standard_pension_benchmark_return","avg_opt_benchmark_excess","avg_conservative_benchmark_excess","avg_moderate_benchmark_excess","avg_aggressive_benchmark_excess","avg_standard_pension_benchmark_excess"
"1",2021,2021-09-30,9,"Alabama ERS","Employees' Retirement System of Alabama","Alabama",21104942,0.107091132763658,0.112569944437493,0.0728162824362419,0.0869623011571559,0.103377260551125,0.0914957097689715,-0.00547881167383513,0.0342748503274162,0.0201288316065023,0.00371387221253294,0.0155954229946866
"2",2021,2021-06-30,6,"Alaska PERS","State of Alaska Public Employees' Retirement System","Alaska",15419975,0.0922022849427719,0.0897245492922631,0.0639329726370377,0.0754788462684006,0.088216478499356,0.0826687546827565,0.00247773565050879,0.0282693123057343,0.0167234386743713,0.00398580644341595,0.00953353026001547
"3",2021,2021-06-30,6,"Arizona SRS","Arizona State Retirement System","Arizona",61451420,0.0897956021631283,0.0794971714924646,0.0639329726370377,0.0754788462684006,0.088216478499356,0.0826687546827565,0.0102984306706637,0.0258626295260906,0.0143167558947277,0.00157912366377233,0.00712684748037185
"4",2021,2021-06-30,6,"Arkansas PERS","Arkansas Public Employees Retirement System","Arkansas",11821000,0.0958723875625425,0.113223667267877,0.0639329726370377,0.0754788462684006,0.088216478499356,0.0826687546827565,-0.0173512797053348,0.0319394149255048,0.0203935412941418,0.00765590906318647,0.013203632879786
"5",2021,2021-06-30,6,"California PERF","California Public Employees Retirement Fund","California",554678976,0.0850347961234863,0.0673545448732207,0.0639329726370377,0.0754788462684006,0.088216478499356,0.0826687546827565,0.0176802512502656,0.0211018234864486,0.00955594985508568,-0.00318168237586969,0.00236604144072983
"6",2021,2021-12-31,12,"Colorado State","Colorado Public Employee Retirement Association-State Division","Colorado",27159846,0.108749835097607,0.0930489395277416,0.0709213425555673,0.0849600572501943,0.101257970648778,0.0894535509144683,0.0157008955698652,0.0378284925420396,0.0237897778474125,0.00749186444882932,0.0192962841831386
"7",2021,2021-06-30,6,"Connecticut SERS","Connecticut State Employees Retirement System","Connecticut",38344444,0.080798349974804,0.0719326689162991,0.0639329726370377,0.0754788462684006,0.088216478499356,0.0826687546827565,0.00886568105850483,0.0168653773377663,0.00531950370640333,-0.00741812852455204,-0.00187040470795252
"8",2021,2021-06-30,6,"Florida RS","Florida Retirement System","Florida",209636048,0.0933297081425646,0.0992829141573026,0.0639329726370377,0.0754788462684006,0.088216478499356,0.0826687546827565,-0.00595320601473803,0.0293967355055269,0.017850861874164,0.00511322964320859,0.0106609534598081
"9",2021,2021-06-30,6,"Hawaii ERS","Employees' Retirement System of the State of Hawaii","Hawaii",34139200,0.0713284547326622,0.114256353295256,0.0639329726370377,0.0754788462684006,0.088216478499356,0.0826687546827565,-0.0429278985625936,0.00739548209562457,-0.00415039153573837,-0.0168880237666937,-0.0113402999500942
"10",2021,2021-06-30,6,"Idaho PERS","Public Employee Retirement System of Idaho","Idaho",21798700,0.0908230402828749,0.0907138452556362,0.0639329726370377,0.0754788462684006,0.088216478499356,0.0826687546827565,0.000109195027238718,0.0268900676458372,0.0153441940144743,0.00260656178351892,0.00815428560011844
"11",2021,2021-06-30,6,"Illinois SERS","State Employees' Retirement System of Illinois","Illinois",51828480,0.0906579528330098,0.0876338891151693,0.0639329726370377,0.0754788462684006,0.088216478499356,0.0826687546827565,0.00302406371784048,0.0267249801959721,0.0151791065646092,0.00244147433365383,0.00798919815025334
